time,gFx,gFy,gFz,wx,wy,wz
2026-07-01T12:04:06.369Z,-0.0025,-0.1255,-1.0076,0.0531,-0.0211,-0.0087
2026-07-01T12:04:06.380Z,-0.0029,-0.1284,-0.9959,0.0492,-0.0235,-0.0080
2026-07-01T12:04:06.390Z,-0.0001,-0.1293,-0.9808,0.0273,-0.0168,-0.0099
2026-07-01T12:04:06.400Z,-0.0007,-0.1305,-0.9756,0.0029,-0.0004,-0.0087
2026-07-01T12:04:06.413Z,-0.0044,-0.1295,-0.9768,-0.0132,0.0113,-0.0123
2026-07-01T12:04:06.420Z,-0.0063,-0.1250,-0.9794,-0.0167,0.0152,-0.0100
2026-07-01T12:04:06.432Z,-0.0068,-0.1204,-0.9865,-0.0064,0.0083,-0.0056
2026-07-01T12:04:06.440Z,-0.0034,-0.1209,-0.9943,0.0032,0.0000,-0.0020
2026-07-01T12:04:06.449Z,0.0007,-0.1248,-0.9961,0.0038,-0.0082,-0.0067
2026-07-01T12:04:06.460Z,-0.0003,-0.1277,-0.9997,0.0017,0.0034,-0.0079
2026-07-01T12:04:06.470Z,-0.0025,-0.1281,-1.0016,0.0056,0.0254,-0.0104
2026-07-01T12:04:06.479Z,-0.0014,-0.1309,-1.0022,0.0120,0.0434,-0.0185
2026-07-01T12:04:06.490Z,0.0051,-0.1306,-0.9962,0.0162,0.0436,-0.0187
2026-07-01T12:04:06.500Z,0.0123,-0.1302,-0.9895,0.0116,0.0264,-0.0099
2026-07-01T12:04:06.510Z,0.0222,-0.1300,-0.9885,0.0162,0.0021,0.0009
2026-07-01T12:04:06.520Z,0.0267,-0.1284,-0.9917,0.0152,-0.0159,0.0186
2026-07-01T12:04:06.529Z,0.0206,-0.1251,-0.9926,0.0071,-0.0070,0.0186
2026-07-01T12:04:06.540Z,0.0103,-0.1278,-0.9929,-0.0041,0.0136,0.0179
2026-07-01T12:04:06.550Z,0.0022,-0.1294,-1.0005,-0.0008,0.0229,0.0115
2026-07-01T12:04:06.561Z,-0.0000,-0.1321,-1.0086,0.0112,0.0287,0.0068
2026-07-01T12:04:06.570Z,0.0014,-0.1369,-1.0077,0.0337,0.0185,0.0054
2026-07-01T12:04:06.580Z,0.0010,-0.1418,-1.0051,0.0540,0.0034,0.0049
2026-07-01T12:04:06.590Z,-0.0031,-0.1439,-0.9939,0.0531,-0.0044,0.0061
2026-07-01T12:04:06.600Z,-0.0002,-0.1406,-0.9802,0.0265,-0.0091,0.0075
2026-07-01T12:04:06.611Z,0.0048,-0.1375,-0.9747,-0.0146,-0.0166,0.0091
2026-07-01T12:04:06.620Z,0.0065,-0.1328,-0.9793,-0.0466,-0.0098,0.0125
2026-07-01T12:04:06.630Z,0.0027,-0.1286,-0.9880,-0.0490,-0.0006,0.0126
2026-07-01T12:04:06.640Z,-0.0030,-0.1293,-1.0005,-0.0312,0.0105,0.0104
2026-07-01T12:04:06.650Z,-0.0037,-0.1303,-1.0135,0.0084,0.0123,0.0124
2026-07-01T12:04:06.660Z,0.0067,-0.1311,-1.0127,0.0460,-0.0043,0.0128
2026-07-01T12:04:06.670Z,0.0150,-0.1320,-1.0025,0.0598,-0.0299,0.0278
2026-07-01T12:04:06.680Z,0.0106,-0.1339,-0.9892,0.0386,-0.0535,0.0277
2026-07-01T12:04:06.690Z,-0.0017,-0.1354,-0.9753,-0.0014,-0.0518,0.0234
2026-07-01T12:04:06.700Z,-0.0071,-0.1358,-0.9637,-0.0559,-0.0383,0.0158
2026-07-01T12:04:06.718Z,-0.0095,-0.1318,-0.9651,-0.0949,-0.0226,0.0117
2026-07-01T12:04:06.721Z,-0.0095,-0.1318,-0.9651,-0.1083,-0.0099,0.0052
2026-07-01T12:04:06.729Z,-0.0188,-0.1224,-1.0008,-0.0856,0.0082,-0.0016
2026-07-01T12:04:06.745Z,-0.0202,-0.1206,-1.0134,-0.0375,0.0216,-0.0068
2026-07-01T12:04:06.749Z,-0.0114,-0.1185,-1.0175,0.0101,0.0154,-0.0018
2026-07-01T12:04:06.762Z,-0.0020,-0.1180,-1.0137,0.0490,-0.0041,-0.0000
2026-07-01T12:04:06.770Z,0.0001,-0.1206,-1.0022,0.0703,-0.0265,0.0001
2026-07-01T12:04:06.780Z,0.0027,-0.1207,-0.9884,0.0649,-0.0172,-0.0037
2026-07-01T12:04:06.792Z,-0.0015,-0.1240,-0.9767,0.0484,0.0041,-0.0110
2026-07-01T12:04:06.799Z,-0.0010,-0.1279,-0.9693,0.0204,0.0156,-0.0113
2026-07-01T12:04:06.810Z,0.0020,-0.1297,-0.9654,-0.0106,0.0207,-0.0103
2026-07-01T12:04:06.821Z,-0.0026,-0.1272,-0.9715,-0.0204,0.0296,-0.0161
2026-07-01T12:04:06.830Z,-0.0029,-0.1246,-0.9851,-0.0230,0.0309,-0.0130
2026-07-01T12:04:06.843Z,0.0006,-0.1250,-0.9966,-0.0119,0.0176,-0.0122
2026-07-01T12:04:06.850Z,-0.0001,-0.1292,-1.0067,0.0023,0.0176,-0.0130
2026-07-01T12:04:06.860Z,0.0033,-0.1316,-1.0149,0.0131,0.0199,-0.0130
2026-07-01T12:04:06.870Z,0.0079,-0.1336,-1.0150,0.0136,0.0151,-0.0036
2026-07-01T12:04:06.880Z,0.0137,-0.1358,-1.0096,0.0104,0.0146,0.0005
2026-07-01T12:04:06.890Z,0.0098,-0.1350,-1.0068,0.0133,0.0171,-0.0004
2026-07-01T12:04:06.900Z,0.0015,-0.1346,-0.9994,0.0106,0.0178,-0.0035
2026-07-01T12:04:06.910Z,0.0004,-0.1354,-0.9922,0.0116,0.0095,-0.0023
2026-07-01T12:04:06.921Z,0.0023,-0.1359,-0.9897,0.0060,0.0033,0.0036
2026-07-01T12:04:06.930Z,0.0092,-0.1339,-0.9847,-0.0045,-0.0109,0.0171
2026-07-01T12:04:06.942Z,0.0130,-0.1331,-0.9810,-0.0153,-0.0152,0.0194
2026-07-01T12:04:06.950Z,0.0130,-0.1331,-0.9810,-0.0271,-0.0006,0.0122
2026-07-01T12:04:06.961Z,-0.0067,-0.1328,-0.9834,-0.0326,0.0261,0.0057
2026-07-01T12:04:06.971Z,-0.0070,-0.1321,-0.9871,-0.0285,0.0302,0.0052
2026-07-01T12:04:06.980Z,-0.0035,-0.1319,-0.9916,-0.0255,0.0260,0.0068
2026-07-01T12:04:06.990Z,-0.0035,-0.1319,-0.9916,-0.0207,0.0117,0.0141
2026-07-01T12:04:07.000Z,0.0007,-0.1300,-0.9975,-0.0168,-0.0100,0.0159
2026-07-01T12:04:07.011Z,0.0015,-0.1271,-1.0010,-0.0119,-0.0173,0.0190
2026-07-01T12:04:07.021Z,-0.0016,-0.1260,-1.0033,-0.0119,-0.0173,0.0190
2026-07-01T12:04:07.031Z,-0.0101,-0.1266,-1.0027,0.0013,0.0113,0.0077
2026-07-01T12:04:07.039Z,-0.0101,-0.1266,-1.0027,-0.0026,0.0159,0.0039
2026-07-01T12:04:07.050Z,-0.0090,-0.1240,-0.9922,-0.0172,0.0196,0.0061
2026-07-01T12:04:07.061Z,0.0002,-0.1256,-0.9714,-0.0450,0.0157,0.0067
2026-07-01T12:04:07.071Z,-0.0028,-0.1257,-0.9694,-0.0450,0.0157,0.0067
2026-07-01T12:04:07.082Z,-0.0067,-0.1241,-0.9824,-0.0938,0.0372,-0.0091
2026-07-01T12:04:07.092Z,-0.0067,-0.1241,-0.9824,-0.0834,0.0351,-0.0109
2026-07-01T12:04:07.101Z,-0.0036,-0.1241,-1.0008,-0.0496,0.0190,-0.0055
2026-07-01T12:04:07.112Z,0.0102,-0.1261,-1.0218,-0.0074,0.0014,-0.0033
2026-07-01T12:04:07.121Z,0.0102,-0.1261,-1.0218,0.0259,-0.0180,0.0065
2026-07-01T12:04:07.131Z,0.0085,-0.1270,-1.0017,0.0412,-0.0349,0.0157
2026-07-01T12:04:07.141Z,0.0041,-0.1281,-0.9831,0.0257,-0.0459,0.0174
2026-07-01T12:04:07.151Z,0.0041,-0.1281,-0.9831,-0.0190,-0.0651,0.0176
2026-07-01T12:04:07.161Z,0.0030,-0.1262,-0.9471,-0.0746,-0.0564,0.0196
2026-07-01T12:04:07.173Z,-0.0051,-0.1230,-0.9639,-0.1099,-0.0203,0.0060
2026-07-01T12:04:07.182Z,-0.0051,-0.1230,-0.9639,-0.1106,-0.0089,-0.0075
2026-07-01T12:04:07.192Z,-0.0117,-0.1229,-1.0110,-0.0847,-0.0024,-0.0059
2026-07-01T12:04:07.201Z,-0.0117,-0.1229,-1.0110,-0.0489,0.0019,0.0078
2026-07-01T12:04:07.212Z,0.0108,-0.1268,-1.0232,-0.0461,-0.0478,0.0123
2026-07-01T12:04:07.221Z,0.0108,-0.1268,-1.0232,-0.0496,-0.0329,0.0139
2026-07-01T12:04:07.232Z,0.0105,-0.1275,-1.0057,-0.0489,0.0212,0.0196
2026-07-01T12:04:07.240Z,0.0199,-0.1203,-1.0056,-0.0589,0.0427,0.0075
2026-07-01T12:04:07.252Z,0.0082,-0.1153,-0.9966,-0.0770,0.0282,0.0075
2026-07-01T12:04:07.260Z,-0.0031,-0.1190,-0.9913,-0.1046,0.0155,0.0151
2026-07-01T12:04:07.271Z,0.0007,-0.1234,-0.9889,-0.1251,0.0110,0.0128
2026-07-01T12:04:07.279Z,0.0018,-0.1179,-0.9879,-0.1251,0.0110,0.0128
2026-07-01T12:04:07.290Z,-0.0000,-0.1152,-0.9921,-0.1439,-0.0013,0.0132
2026-07-01T12:04:07.300Z,0.0030,-0.1136,-0.9883,-0.1787,-0.0788,0.0344
2026-07-01T12:04:07.310Z,0.0060,-0.1164,-0.9820,-0.2174,-0.1602,0.0408
2026-07-01T12:04:07.320Z,-0.0040,-0.1131,-0.9847,-0.2815,-0.1692,0.0439
2026-07-01T12:04:07.330Z,-0.0087,-0.1102,-0.9797,-0.2815,-0.1692,0.0439
2026-07-01T12:04:07.339Z,-0.0138,-0.1101,-0.9695,-0.3151,-0.1472,0.0448
2026-07-01T12:04:07.350Z,-0.0285,-0.1081,-0.9805,-0.3349,-0.1085,0.0258
2026-07-01T12:04:07.360Z,-0.0299,-0.1017,-0.9956,-0.3455,-0.0996,0.0153
2026-07-01T12:04:07.370Z,-0.0147,-0.0957,-0.9945,-0.3383,-0.0859,0.0100
2026-07-01T12:04:07.380Z,-0.0128,-0.0964,-1.0087,-0.3004,-0.0469,0.0020
2026-07-01T12:04:07.390Z,-0.0151,-0.0927,-1.0190,-0.2564,-0.0258,0.0032
2026-07-01T12:04:07.400Z,-0.0117,-0.0887,-1.0215,-0.2165,0.0002,0.0008
2026-07-01T12:04:07.410Z,-0.0130,-0.0835,-1.0249,-0.1946,0.0484,0.0023
2026-07-01T12:04:07.419Z,-0.0105,-0.0785,-1.0263,-0.1732,0.0772,0.0008
2026-07-01T12:04:07.430Z,-0.0009,-0.0818,-1.0243,-0.1531,0.0378,0.0150
2026-07-01T12:04:07.440Z,0.0029,-0.0776,-0.9966,-0.1629,-0.0331,0.0402
2026-07-01T12:04:07.450Z,0.0021,-0.0715,-0.9707,-0.1969,-0.0657,0.0516
2026-07-01T12:04:07.459Z,-0.0115,-0.0705,-0.9590,-0.2490,-0.0549,0.0418
2026-07-01T12:04:07.469Z,-0.0293,-0.0773,-0.9620,-0.2890,0.0135,0.0142
2026-07-01T12:04:07.480Z,-0.0351,-0.0738,-0.9767,-0.3040,0.0814,0.0028
2026-07-01T12:04:07.490Z,-0.0267,-0.0632,-0.9976,-0.2916,0.0894,-0.0060
2026-07-01T12:04:07.500Z,-0.0143,-0.0632,-1.0122,-0.2609,0.0764,-0.0072
2026-07-01T12:04:07.510Z,-0.0018,-0.0635,-1.0253,-0.2236,0.0712,-0.0053
2026-07-01T12:04:07.520Z,-0.0040,-0.0685,-1.0245,-0.1932,0.0443,0.0019
2026-07-01T12:04:07.530Z,-0.0051,-0.0720,-1.0084,-0.1923,0.0396,0.0053
2026-07-01T12:04:07.540Z,-0.0147,-0.0695,-0.9900,-0.2152,0.0446,0.0037
2026-07-01T12:04:07.554Z,-0.0238,-0.0621,-0.9852,-0.3154,-0.0504,-0.0152
2026-07-01T12:04:07.559Z,-0.0250,-0.0602,-0.9785,-0.3154,-0.0504,-0.0152
2026-07-01T12:04:07.570Z,-0.0190,-0.0618,-0.9461,-0.4235,-0.1578,-0.0073
2026-07-01T12:04:07.580Z,-0.0064,-0.0507,-0.9134,-0.5605,-0.2158,0.0003
2026-07-01T12:04:07.589Z,-0.0063,-0.0409,-0.9083,-0.6777,-0.2026,-0.0074
2026-07-01T12:04:07.601Z,-0.0166,-0.0389,-0.9364,-0.7501,-0.1306,-0.0291
2026-07-01T12:04:07.609Z,-0.0220,-0.0386,-0.9807,-0.7463,-0.0524,-0.0474
2026-07-01T12:04:07.619Z,-0.0251,-0.0361,-1.0216,-0.6542,0.0172,-0.0568
2026-07-01T12:04:07.630Z,-0.0144,-0.0205,-1.0547,-0.5238,0.0724,-0.0510
2026-07-01T12:04:07.640Z,0.0022,-0.0033,-1.0749,-0.3843,0.0968,-0.0318
2026-07-01T12:04:07.650Z,0.0074,0.0011,-1.0842,-0.2620,0.0733,-0.0125
2026-07-01T12:04:07.659Z,0.0027,-0.0045,-1.0818,-0.1915,0.0420,0.0141
2026-07-01T12:04:07.670Z,0.0013,-0.0048,-1.0424,-0.2080,-0.0127,0.0357
2026-07-01T12:04:07.680Z,-0.0002,-0.0049,-0.9964,-0.2747,-0.0215,0.0395
2026-07-01T12:04:07.690Z,-0.0172,-0.0049,-0.9759,-0.3613,-0.0363,0.0309
2026-07-01T12:04:07.700Z,-0.0318,-0.0016,-0.9507,-0.4637,-0.0667,0.0175
2026-07-01T12:04:07.710Z,-0.0250,0.0079,-0.9219,-0.5781,-0.0823,0.0087
2026-07-01T12:04:07.719Z,-0.0222,0.0186,-0.9196,-0.6696,-0.0660,-0.0127
2026-07-01T12:04:07.730Z,-0.0287,0.0344,-0.9390,-0.7034,-0.0785,-0.0274
2026-07-01T12:04:07.739Z,-0.0250,0.0493,-0.9748,-0.6845,-0.1029,-0.0379
2026-07-01T12:04:07.750Z,-0.0233,0.0511,-1.0203,-0.5963,-0.1169,-0.0545
2026-07-01T12:04:07.760Z,-0.0148,0.0524,-1.0506,-0.4975,-0.1520,-0.0400
2026-07-01T12:04:07.769Z,0.0058,0.0527,-1.0426,-0.4537,-0.2060,-0.0019
2026-07-01T12:04:07.780Z,0.0002,0.0469,-1.0186,-0.4834,-0.2649,0.0190
2026-07-01T12:04:07.790Z,-0.0142,0.0459,-0.9823,-0.5908,-0.3412,0.0348
2026-07-01T12:04:07.800Z,-0.0296,0.0463,-0.9277,-0.7556,-0.3903,0.0447
2026-07-01T12:04:07.810Z,-0.0490,0.0489,-0.8992,-0.9081,-0.3537,0.0326
2026-07-01T12:04:07.820Z,-0.0629,0.0584,-0.9174,-0.9973,-0.2232,0.0063
2026-07-01T12:04:07.830Z,-0.0621,0.0723,-0.9634,-0.9915,-0.0578,-0.0201
2026-07-01T12:04:07.840Z,-0.0554,0.0959,-1.0008,-0.9112,0.0091,-0.0458
2026-07-01T12:04:07.849Z,-0.0563,0.1166,-1.0128,-0.7925,-0.0304,-0.0644
2026-07-01T12:04:07.860Z,-0.0423,0.1496,-1.0284,-0.6644,-0.1331,-0.0727
2026-07-01T12:04:07.870Z,-0.0281,0.1675,-1.0236,-0.6124,-0.2454,-0.0613
2026-07-01T12:04:07.880Z,-0.0126,0.1522,-0.9873,-0.6535,-0.2590,-0.0202
2026-07-01T12:04:07.889Z,-0.0128,0.1277,-0.9806,-0.7113,-0.1798,0.0079
2026-07-01T12:04:07.900Z,-0.0423,0.1246,-1.0008,-0.7273,-0.1008,0.0162
2026-07-01T12:04:07.910Z,-0.0554,0.1317,-1.0101,-0.7115,-0.0733,0.0266
2026-07-01T12:04:07.920Z,-0.0504,0.1413,-0.9948,-0.6829,-0.0195,0.0455
2026-07-01T12:04:07.930Z,-0.0560,0.1524,-0.9891,-0.6554,0.0622,0.0508
2026-07-01T12:04:07.940Z,-0.0697,0.1619,-0.9903,-0.6363,0.1364,0.0421
2026-07-01T12:04:07.950Z,-0.0757,0.1791,-0.9868,-0.6427,0.1128,0.0245
2026-07-01T12:04:07.960Z,-0.0687,0.2086,-0.9655,-0.6743,0.0131,0.0086
2026-07-01T12:04:07.969Z,-0.0489,0.2295,-0.9622,-0.7421,-0.1852,0.0029
2026-07-01T12:04:07.981Z,-0.0482,0.2293,-0.9315,-0.8227,-0.4034,-0.0007
2026-07-01T12:04:07.990Z,-0.0379,0.2173,-0.8882,-0.9179,-0.4863,0.0260
2026-07-01T12:04:08.000Z,-0.0232,0.2083,-0.8932,-0.9755,-0.4065,0.0467
2026-07-01T12:04:08.010Z,-0.0322,0.2051,-0.9316,-0.9302,-0.2013,0.0507
2026-07-01T12:04:08.019Z,-0.0605,0.2157,-0.9998,-0.7777,0.0502,0.0528
2026-07-01T12:04:08.032Z,-0.0725,0.2341,-1.0812,-0.5644,0.2105,0.0380
2026-07-01T12:04:08.040Z,-0.0707,0.2498,-1.1283,-0.3401,0.2604,0.0109
2026-07-01T12:04:08.050Z,-0.0577,0.2575,-1.1335,-0.1385,0.2841,0.0194
2026-07-01T12:04:08.060Z,-0.0450,0.2514,-1.1183,-0.0150,0.2670,0.0472
2026-07-01T12:04:08.070Z,-0.0440,0.2453,-1.0781,0.0178,0.2107,0.0783
2026-07-01T12:04:08.081Z,-0.0519,0.2521,-1.0234,-0.0249,0.1312,0.0810
2026-07-01T12:04:08.090Z,-0.0695,0.2611,-0.9606,-0.0976,0.0789,0.0638
2026-07-01T12:04:08.101Z,-0.0699,0.2596,-0.8946,-0.1967,0.0223,0.0578
2026-07-01T12:04:08.110Z,-0.0784,0.2578,-0.8567,-0.3050,-0.0226,0.0363
2026-07-01T12:04:08.120Z,-0.0887,0.2535,-0.8661,-0.3840,-0.0135,-0.0013
2026-07-01T12:04:08.134Z,-0.0843,0.2585,-0.8854,-0.4111,0.0024,-0.0368
2026-07-01T12:04:08.139Z,-0.0817,0.2582,-0.9220,-0.3865,0.0395,-0.0652
2026-07-01T12:04:08.151Z,-0.0694,0.2513,-0.9557,-0.3286,0.0804,-0.0826
2026-07-01T12:04:08.160Z,-0.0584,0.2484,-0.9722,-0.2775,0.1073,-0.0733
2026-07-01T12:04:08.170Z,-0.0428,0.2565,-0.9983,-0.2647,0.0683,-0.0573
2026-07-01T12:04:08.180Z,-0.0303,0.2680,-0.9898,-0.3159,-0.0652,-0.0252
2026-07-01T12:04:08.190Z,-0.0091,0.2856,-0.9577,-0.3903,-0.1616,0.0186
2026-07-01T12:04:08.200Z,-0.0050,0.2899,-0.9369,-0.4839,-0.2492,0.0471
2026-07-01T12:04:08.210Z,-0.0348,0.2838,-0.9059,-0.5816,-0.2974,0.0542
2026-07-01T12:04:08.220Z,-0.0651,0.2781,-0.8962,-0.6426,-0.2163,0.0375
2026-07-01T12:04:08.231Z,-0.0898,0.2819,-0.9306,-0.6244,-0.0641,-0.0038
2026-07-01T12:04:08.240Z,-0.0961,0.2933,-0.9708,-0.5408,0.0127,-0.0401
2026-07-01T12:04:08.252Z,-0.0701,0.3004,-0.9887,-0.4587,0.0034,-0.0489
2026-07-01T12:04:08.260Z,-0.0387,0.3065,-0.9764,-0.4001,-0.0524,-0.0359
2026-07-01T12:04:08.270Z,-0.0299,0.3157,-0.9770,-0.3560,-0.0752,-0.0240
2026-07-01T12:04:08.280Z,-0.0436,0.3177,-0.9858,-0.3080,-0.0769,-0.0108
2026-07-01T12:04:08.290Z,-0.0530,0.3156,-0.9947,-0.3053,-0.0607,0.0104
2026-07-01T12:04:08.300Z,-0.0704,0.3263,-0.9818,-0.3578,-0.1197,0.0081
2026-07-01T12:04:08.310Z,-0.0930,0.3369,-0.9361,-0.4394,-0.2163,-0.0087
2026-07-01T12:04:08.320Z,-0.0748,0.3417,-0.8979,-0.5182,-0.2618,-0.0038
2026-07-01T12:04:08.330Z,-0.0622,0.3373,-0.8958,-0.5450,-0.2224,-0.0046
2026-07-01T12:04:08.340Z,-0.0663,0.3330,-0.9238,-0.5137,-0.1283,-0.0040
2026-07-01T12:04:08.349Z,-0.0670,0.3380,-0.9610,-0.4210,-0.0264,-0.0088
2026-07-01T12:04:08.362Z,-0.0723,0.3428,-0.9949,-0.2815,0.0585,-0.0250
2026-07-01T12:04:08.370Z,-0.0679,0.3430,-1.0105,-0.1364,0.1198,-0.0209
2026-07-01T12:04:08.382Z,-0.0505,0.3454,-1.0047,-0.0360,0.1141,-0.0055
2026-07-01T12:04:08.390Z,-0.0457,0.3508,-0.9870,0.0083,0.0373,0.0118
2026-07-01T12:04:08.399Z,-0.0501,0.3534,-0.9612,-0.0042,-0.0217,0.0303
2026-07-01T12:04:08.411Z,-0.0582,0.3562,-0.9385,-0.0317,-0.0115,0.0383
2026-07-01T12:04:08.420Z,-0.0665,0.3577,-0.9311,-0.0476,0.0138,0.0427
2026-07-01T12:04:08.430Z,-0.0673,0.3583,-0.9216,-0.0635,0.0374,0.0489
2026-07-01T12:04:08.440Z,-0.0614,0.3553,-0.9168,-0.0817,0.0380,0.0521
2026-07-01T12:04:08.449Z,-0.0703,0.3567,-0.9121,-0.0934,0.0155,0.0451
2026-07-01T12:04:08.462Z,-0.0816,0.3556,-0.9121,-0.0877,-0.0075,0.0343
2026-07-01T12:04:08.470Z,-0.0900,0.3585,-0.9226,-0.0658,-0.0281,0.0076
2026-07-01T12:04:08.480Z,-0.0931,0.3646,-0.9305,-0.0489,-0.0468,-0.0163
2026-07-01T12:04:08.490Z,-0.0854,0.3668,-0.9319,-0.0422,-0.0680,-0.0252
2026-07-01T12:04:08.500Z,-0.0670,0.3617,-0.9178,-0.0898,-0.1156,-0.0122
2026-07-01T12:04:08.511Z,-0.0627,0.3576,-0.8911,-0.1710,-0.1421,-0.0052
2026-07-01T12:04:08.521Z,-0.0628,0.3561,-0.8832,-0.2271,-0.1109,0.0016
2026-07-01T12:04:08.530Z,-0.0696,0.3481,-0.8930,-0.2508,-0.0510,-0.0005
2026-07-01T12:04:08.541Z,-0.0847,0.3448,-0.9133,-0.2382,0.0391,-0.0126
2026-07-01T12:04:08.550Z,-0.0791,0.3503,-0.9380,-0.1986,0.1156,-0.0141
2026-07-01T12:04:08.563Z,-0.0684,0.3552,-0.9698,-0.1286,0.1501,-0.0119
2026-07-01T12:04:08.570Z,-0.0687,0.3634,-0.9951,-0.0397,0.1112,-0.0184
2026-07-01T12:04:08.580Z,-0.0704,0.3693,-0.9997,0.0425,0.0307,-0.0212
2026-07-01T12:04:08.590Z,-0.0704,0.3693,-0.9997,0.0781,-0.0007,-0.0239
2026-07-01T12:04:08.600Z,-0.0666,0.3744,-0.9507,0.0689,0.0264,-0.0147
2026-07-01T12:04:08.612Z,-0.0593,0.3722,-0.9133,-0.0021,-0.0006,0.0007
2026-07-01T12:04:08.620Z,-0.0538,0.3695,-0.8634,-0.0998,-0.0545,0.0231
2026-07-01T12:04:08.630Z,-0.0540,0.3712,-0.8486,-0.1845,-0.0743,0.0357
2026-07-01T12:04:08.641Z,-0.0743,0.3699,-0.8744,-0.2243,-0.0652,0.0154
2026-07-01T12:04:08.650Z,-0.0966,0.3749,-0.9053,-0.2094,-0.0522,-0.0147
2026-07-01T12:04:08.659Z,-0.0966,0.3749,-0.9053,-0.1605,-0.0412,-0.0372
2026-07-01T12:04:08.671Z,-0.0743,0.3803,-0.9626,-0.1033,-0.0261,-0.0306
2026-07-01T12:04:08.681Z,-0.0558,0.3710,-0.9701,-0.0521,-0.0104,-0.0145
2026-07-01T12:04:08.690Z,-0.0511,0.3697,-0.9534,-0.0521,-0.0104,-0.0145
2026-07-01T12:04:08.701Z,-0.0559,0.3747,-0.9311,-0.0501,0.0322,0.0319
2026-07-01T12:04:08.712Z,-0.0655,0.3773,-0.9331,-0.0492,0.0866,0.0373
2026-07-01T12:04:08.720Z,-0.0655,0.3773,-0.9331,-0.0187,0.0954,0.0354
2026-07-01T12:04:08.731Z,-0.0876,0.3744,-0.9554,0.0430,0.0722,0.0135
2026-07-01T12:04:08.740Z,-0.0876,0.3744,-0.9554,0.1021,0.0461,-0.0044
2026-07-01T12:04:08.751Z,-0.0817,0.3827,-0.9509,0.1121,-0.0001,-0.0105
2026-07-01T12:04:08.762Z,-0.0690,0.3855,-0.9262,0.0896,-0.0354,-0.0148
2026-07-01T12:04:08.771Z,-0.0690,0.3855,-0.9262,0.0559,-0.0367,-0.0158
2026-07-01T12:04:08.781Z,-0.0691,0.3839,-0.8911,0.0101,-0.0262,-0.0117
2026-07-01T12:04:08.794Z,-0.0661,0.3783,-0.8879,-0.0294,-0.0190,-0.0011
2026-07-01T12:04:08.800Z,-0.0661,0.3783,-0.8879,-0.0585,0.0002,0.0079
2026-07-01T12:04:08.814Z,-0.0618,0.3766,-0.8981,-0.0585,0.0002,0.0079
2026-07-01T12:04:08.820Z,-0.0594,0.3732,-0.9045,-0.0837,0.0513,0.0252
2026-07-01T12:04:08.831Z,-0.0727,0.3748,-0.9152,-0.0776,0.0482,0.0199
2026-07-01T12:04:08.842Z,-0.0789,0.3795,-0.9296,-0.0435,0.0171,0.0078
2026-07-01T12:04:08.850Z,-0.0789,0.3795,-0.9296,0.0091,-0.0235,-0.0066
2026-07-01T12:04:08.862Z,-0.0785,0.3759,-0.9531,0.0624,-0.0591,-0.0188
2026-07-01T12:04:08.871Z,-0.0785,0.3759,-0.9531,0.0893,-0.0806,-0.0223
2026-07-01T12:04:08.881Z,-0.0655,0.3738,-0.9284,0.0777,-0.0628,-0.0112
2026-07-01T12:04:08.891Z,-0.0655,0.3738,-0.9284,0.0383,-0.0124,0.0068
2026-07-01T12:04:08.902Z,-0.0625,0.3722,-0.9055,-0.0077,0.0330,0.0251
2026-07-01T12:04:08.911Z,-0.0650,0.3725,-0.8909,-0.0432,0.0566,0.0388
2026-07-01T12:04:08.921Z,-0.0650,0.3725,-0.8909,-0.0654,0.0430,0.0445
2026-07-01T12:04:08.930Z,-0.0682,0.3756,-0.9012,-0.0609,0.0302,0.0322
2026-07-01T12:04:08.940Z,-0.0724,0.3834,-0.9192,-0.0306,0.0179,0.0182
2026-07-01T12:04:08.950Z,-0.0766,0.3899,-0.9373,-0.0306,0.0179,0.0182
2026-07-01T12:04:08.959Z,-0.0745,0.3879,-0.9473,0.0071,0.0029,0.0070
2026-07-01T12:04:08.971Z,-0.0746,0.3810,-0.9532,0.1015,0.0302,-0.0194
2026-07-01T12:04:08.979Z,-0.0738,0.3796,-0.9553,0.1015,0.0302,-0.0194
2026-07-01T12:04:08.990Z,-0.0713,0.3764,-0.9400,0.0582,0.0245,-0.0039
2026-07-01T12:04:09.000Z,-0.0605,0.3695,-0.9015,0.0582,0.0245,-0.0039
2026-07-01T12:04:09.010Z,-0.0540,0.3654,-0.8753,-0.0186,0.0229,0.0195
2026-07-01T12:04:09.020Z,-0.0610,0.3677,-0.8859,-0.0709,0.0289,0.0271
2026-07-01T12:04:09.030Z,-0.0722,0.3704,-0.9102,-0.0780,0.0247,0.0171
2026-07-01T12:04:09.039Z,-0.0820,0.3720,-0.9424,-0.0340,0.0212,0.0082
2026-07-01T12:04:09.050Z,-0.0813,0.3723,-0.9593,0.0023,0.0256,-0.0002
2026-07-01T12:04:09.059Z,-0.0752,0.3733,-0.9493,0.0145,0.0670,-0.0024
2026-07-01T12:04:09.070Z,-0.0698,0.3781,-0.9372,-0.0089,0.0980,0.0004
2026-07-01T12:04:09.080Z,-0.0655,0.3852,-0.9342,-0.0235,0.0758,0.0026
2026-07-01T12:04:09.089Z,-0.0624,0.3870,-0.9497,-0.0003,0.0213,0.0017
2026-07-01T12:04:09.100Z,-0.0589,0.3879,-0.9594,0.0327,-0.0295,0.0023
