time,gFx,gFy,gFz,wx,wy,wz
2026-07-01T12:04:15.650Z,-0.0529,-0.0667,-0.9892,0.8726,-0.0834,0.0793
2026-07-01T12:04:15.660Z,-0.0649,-0.0855,-1.0001,0.9086,0.0358,0.0538
2026-07-01T12:04:15.670Z,-0.0728,-0.0952,-0.9969,0.9353,0.0826,0.0302
2026-07-01T12:04:15.680Z,-0.0639,-0.0974,-0.9912,0.9604,0.0849,0.0060
2026-07-01T12:04:15.690Z,-0.0524,-0.1068,-0.9860,0.9585,0.0659,-0.0036
2026-07-01T12:04:15.700Z,-0.0338,-0.1111,-0.9695,0.9231,0.0384,-0.0083
2026-07-01T12:04:15.710Z,-0.0202,-0.1164,-0.9635,0.8790,-0.0075,0.0075
2026-07-01T12:04:15.719Z,-0.0058,-0.1253,-0.9518,0.7898,-0.0515,0.0296
2026-07-01T12:04:15.730Z,-0.0087,-0.1361,-0.9412,0.6989,-0.0491,0.0444
2026-07-01T12:04:15.740Z,-0.0214,-0.1470,-0.9674,0.6697,-0.0846,0.0529
2026-07-01T12:04:15.750Z,-0.0259,-0.1516,-0.9830,0.6812,-0.1134,0.0643
2026-07-01T12:04:15.760Z,-0.0309,-0.1619,-1.0052,0.7361,-0.0521,0.0568
2026-07-01T12:04:15.770Z,-0.0477,-0.1638,-1.0275,0.8226,0.0744,0.0290
2026-07-01T12:04:15.780Z,-0.0622,-0.1700,-1.0344,0.9173,0.2009,-0.0008
2026-07-01T12:04:15.790Z,-0.0522,-0.1806,-1.0230,0.9863,0.2405,-0.0271
2026-07-01T12:04:15.800Z,-0.0384,-0.1911,-1.0101,1.0285,0.2083,-0.0169
2026-07-01T12:04:15.810Z,-0.0220,-0.1991,-0.9938,1.0223,0.1238,0.0073
2026-07-01T12:04:15.820Z,-0.0153,-0.2118,-0.9736,0.9848,0.0265,0.0278
2026-07-01T12:04:15.830Z,-0.0169,-0.2259,-0.9518,0.9193,-0.0040,0.0570
2026-07-01T12:04:15.839Z,-0.0184,-0.2378,-0.9395,0.8419,-0.0110,0.0652
2026-07-01T12:04:15.852Z,-0.0296,-0.2471,-0.9383,0.7791,0.0094,0.0521
2026-07-01T12:04:15.860Z,-0.0379,-0.2381,-0.9610,0.7474,-0.0066,0.0312
2026-07-01T12:04:15.870Z,-0.0328,-0.2464,-0.9767,0.7664,-0.0203,0.0206
2026-07-01T12:04:15.880Z,-0.0252,-0.2632,-1.0039,0.8528,0.0170,0.0175
2026-07-01T12:04:15.889Z,-0.0350,-0.2746,-1.0299,0.9788,0.0824,0.0118
2026-07-01T12:04:15.901Z,-0.0409,-0.2777,-1.0269,1.0912,0.1850,0.0020
2026-07-01T12:04:15.910Z,-0.0411,-0.2811,-0.9844,1.1096,0.2069,-0.0131
2026-07-01T12:04:15.920Z,-0.0294,-0.2892,-0.9297,1.0567,0.1596,-0.0126
2026-07-01T12:04:15.930Z,-0.0179,-0.2978,-0.9041,0.9788,0.0962,-0.0016
2026-07-01T12:04:15.939Z,-0.0188,-0.3103,-0.8880,0.8799,0.0330,-0.0063
2026-07-01T12:04:15.953Z,-0.0213,-0.3216,-0.8755,0.7784,-0.0048,-0.0056
2026-07-01T12:04:15.960Z,-0.0168,-0.3361,-0.8718,0.6976,0.0209,-0.0077
2026-07-01T12:04:15.970Z,-0.0230,-0.3501,-0.8900,0.6685,0.1388,-0.0259
2026-07-01T12:04:15.980Z,-0.0225,-0.3589,-0.9330,0.6974,0.2371,-0.0408
2026-07-01T12:04:15.990Z,-0.0155,-0.3575,-0.9756,0.7716,0.2640,-0.0318
2026-07-01T12:04:16.000Z,-0.0141,-0.3618,-1.0059,0.8535,0.1906,-0.0198
2026-07-01T12:04:16.010Z,-0.0152,-0.3720,-1.0098,0.9170,0.0746,-0.0081
2026-07-01T12:04:16.020Z,-0.0147,-0.3757,-1.0072,1.0008,-0.0075,0.0036
2026-07-01T12:04:16.030Z,-0.0157,-0.3795,-0.9800,1.0820,0.0155,0.0099
2026-07-01T12:04:16.040Z,-0.0266,-0.3801,-0.9247,1.1070,0.0939,0.0018
2026-07-01T12:04:16.050Z,-0.0275,-0.3945,-0.8675,1.0497,0.1574,-0.0147
2026-07-01T12:04:16.060Z,-0.0272,-0.4061,-0.8173,0.9319,0.1967,-0.0295
2026-07-01T12:04:16.070Z,-0.0221,-0.4102,-0.7843,0.7939,0.2327,-0.0457
2026-07-01T12:04:16.080Z,-0.0147,-0.4234,-0.7924,0.6541,0.1950,-0.0527
2026-07-01T12:04:16.090Z,0.0003,-0.4360,-0.8088,0.5431,0.1062,-0.0455
2026-07-01T12:04:16.100Z,0.0138,-0.4404,-0.8289,0.4700,0.0377,-0.0245
2026-07-01T12:04:16.110Z,0.0195,-0.4450,-0.8561,0.4190,-0.0086,0.0042
2026-07-01T12:04:16.120Z,0.0100,-0.4603,-0.8710,0.3786,-0.0393,0.0114
2026-07-01T12:04:16.130Z,-0.0045,-0.4647,-0.8830,0.3546,-0.0593,0.0105
2026-07-01T12:04:16.140Z,-0.0027,-0.4595,-0.8928,0.3584,-0.0955,0.0131
2026-07-01T12:04:16.150Z,-0.0073,-0.4604,-0.9176,0.4320,-0.0423,0.0036
2026-07-01T12:04:16.160Z,-0.0143,-0.4616,-0.9704,0.5588,-0.0255,-0.0020
2026-07-01T12:04:16.170Z,-0.0077,-0.4632,-0.9775,0.6811,-0.0406,0.0063
2026-07-01T12:04:16.180Z,0.0008,-0.4714,-0.9664,0.7848,0.0220,0.0122
2026-07-01T12:04:16.190Z,-0.0038,-0.4771,-0.9632,0.8702,0.0767,0.0097
2026-07-01T12:04:16.200Z,-0.0105,-0.4800,-0.9498,0.9232,0.1121,0.0098
2026-07-01T12:04:16.210Z,-0.0123,-0.4984,-0.9272,0.9340,0.0569,0.0255
2026-07-01T12:04:16.220Z,0.0019,-0.5049,-0.8948,0.9017,-0.0036,0.0448
2026-07-01T12:04:16.230Z,0.0056,-0.5081,-0.8578,0.8325,-0.0980,0.0577
2026-07-01T12:04:16.240Z,0.0078,-0.5171,-0.8044,0.7404,-0.1053,0.0699
2026-07-01T12:04:16.250Z,-0.0073,-0.5224,-0.7599,0.6229,-0.0958,0.0492
2026-07-01T12:04:16.260Z,-0.0287,-0.5321,-0.7371,0.5150,-0.0524,0.0208
2026-07-01T12:04:16.269Z,-0.0310,-0.5436,-0.7332,0.4163,0.0275,0.0004
2026-07-01T12:04:16.282Z,-0.0180,-0.5455,-0.7374,0.3217,0.0331,-0.0020
2026-07-01T12:04:16.290Z,-0.0005,-0.5423,-0.7478,0.2452,0.0120,0.0060
2026-07-01T12:04:16.301Z,0.0130,-0.5396,-0.7759,0.1887,-0.0276,0.0216
2026-07-01T12:04:16.310Z,0.0168,-0.5398,-0.7883,0.1362,-0.0873,0.0373
2026-07-01T12:04:16.321Z,0.0088,-0.5448,-0.7875,0.0807,-0.0902,0.0335
2026-07-01T12:04:16.331Z,-0.0119,-0.5442,-0.8004,0.0496,-0.0853,0.0230
2026-07-01T12:04:16.339Z,-0.0223,-0.5468,-0.8102,0.0454,-0.1065,0.0197
2026-07-01T12:04:16.350Z,-0.0248,-0.5482,-0.8283,0.0755,-0.0806,0.0146
2026-07-01T12:04:16.360Z,-0.0356,-0.5509,-0.8443,0.1042,-0.0546,-0.0006
2026-07-01T12:04:16.370Z,-0.0380,-0.5485,-0.8396,0.1309,-0.0016,-0.0178
2026-07-01T12:04:16.380Z,-0.0356,-0.5495,-0.8289,0.1237,0.0543,-0.0249
2026-07-01T12:04:16.390Z,-0.0301,-0.5511,-0.8140,0.0843,0.0501,-0.0358
2026-07-01T12:04:16.400Z,-0.0206,-0.5503,-0.8104,0.0360,0.0513,-0.0315
2026-07-01T12:04:16.410Z,-0.0085,-0.5488,-0.8309,0.0326,0.0759,-0.0331
2026-07-01T12:04:16.420Z,0.0029,-0.5441,-0.8664,0.0792,0.0461,-0.0183
2026-07-01T12:04:16.431Z,0.0106,-0.5435,-0.8886,0.1563,-0.0054,-0.0016
2026-07-01T12:04:16.440Z,0.0056,-0.5526,-0.8955,0.2211,-0.0506,0.0116
2026-07-01T12:04:16.450Z,-0.0082,-0.5632,-0.8696,0.2402,-0.0424,0.0053
2026-07-01T12:04:16.460Z,-0.0204,-0.5754,-0.8339,0.1951,-0.0098,-0.0029
2026-07-01T12:04:16.470Z,-0.0237,-0.5770,-0.7967,0.1043,0.0163,-0.0120
2026-07-01T12:04:16.480Z,-0.0221,-0.5776,-0.7730,-0.0110,0.0111,-0.0146
2026-07-01T12:04:16.490Z,-0.0177,-0.5737,-0.7670,-0.1155,-0.0412,-0.0202
2026-07-01T12:04:16.499Z,-0.0079,-0.5663,-0.7805,-0.1657,-0.0693,-0.0115
2026-07-01T12:04:16.511Z,0.0034,-0.5631,-0.8006,-0.1646,-0.0810,0.0093
2026-07-01T12:04:16.520Z,0.0060,-0.5562,-0.8071,-0.1472,-0.0993,0.0266
2026-07-01T12:04:16.530Z,-0.0004,-0.5538,-0.8074,-0.1412,-0.0673,0.0346
2026-07-01T12:04:16.540Z,-0.0102,-0.5542,-0.8047,-0.1602,-0.0225,0.0320
2026-07-01T12:04:16.550Z,-0.0203,-0.5497,-0.8058,-0.1717,0.0201,0.0245
2026-07-01T12:04:16.560Z,-0.0264,-0.5500,-0.8564,-0.1115,0.0405,0.0096
2026-07-01T12:04:16.570Z,-0.0246,-0.5540,-0.9080,-0.0064,-0.0431,0.0210
2026-07-01T12:04:16.581Z,-0.0101,-0.5498,-0.9103,0.0819,-0.0918,0.0304
2026-07-01T12:04:16.591Z,-0.0104,-0.5533,-0.8902,0.1209,-0.0916,0.0313
2026-07-01T12:04:16.600Z,-0.0200,-0.5618,-0.8488,0.0933,-0.0594,0.0174
2026-07-01T12:04:16.612Z,-0.0300,-0.5659,-0.8118,0.0282,-0.0155,-0.0023
2026-07-01T12:04:16.620Z,-0.0329,-0.5616,-0.7915,-0.0445,-0.0056,-0.0100
2026-07-01T12:04:16.630Z,-0.0221,-0.5578,-0.7925,-0.0445,-0.0056,-0.0100
2026-07-01T12:04:16.640Z,-0.0126,-0.5607,-0.8009,-0.1245,0.0221,-0.0045
2026-07-01T12:04:16.650Z,-0.0079,-0.5574,-0.8044,-0.1652,0.0180,0.0036
2026-07-01T12:04:16.661Z,-0.0063,-0.5521,-0.7981,-0.2144,0.0060,0.0036
2026-07-01T12:04:16.670Z,-0.0066,-0.5524,-0.7878,-0.2791,-0.0334,0.0060
2026-07-01T12:04:16.681Z,-0.0075,-0.5495,-0.7876,-0.3237,-0.0357,0.0032
2026-07-01T12:04:16.691Z,-0.0123,-0.5505,-0.8142,-0.3307,-0.0917,0.0045
2026-07-01T12:04:16.700Z,-0.0115,-0.5446,-0.8213,-0.3294,-0.1460,0.0122
2026-07-01T12:04:16.713Z,-0.0179,-0.5418,-0.8159,-0.3531,-0.1354,0.0123
2026-07-01T12:04:16.720Z,-0.0212,-0.5403,-0.8029,-0.3995,-0.1049,0.0023
2026-07-01T12:04:16.730Z,-0.0262,-0.5363,-0.7900,-0.4835,-0.0681,0.0007
2026-07-01T12:04:16.741Z,-0.0310,-0.5312,-0.7818,-0.5783,-0.0076,-0.0137
2026-07-01T12:04:16.751Z,-0.0399,-0.5265,-0.8022,-0.6325,0.0436,-0.0326
2026-07-01T12:04:16.763Z,-0.0357,-0.5155,-0.8356,-0.6364,0.0791,-0.0373
2026-07-01T12:04:16.770Z,-0.0357,-0.5155,-0.8356,-0.5833,0.0925,-0.0273
2026-07-01T12:04:16.780Z,-0.0081,-0.5029,-0.8989,-0.5217,0.0518,-0.0044
2026-07-01T12:04:16.790Z,-0.0081,-0.5029,-0.8989,-0.4879,0.0311,0.0058
2026-07-01T12:04:16.801Z,-0.0213,-0.5044,-0.8890,-0.4646,0.0046,0.0097
2026-07-01T12:04:16.812Z,-0.0289,-0.4973,-0.8843,-0.4543,-0.0195,0.0086
2026-07-01T12:04:16.820Z,-0.0356,-0.4972,-0.8790,-0.4543,-0.0195,0.0086
2026-07-01T12:04:16.831Z,-0.0394,-0.5004,-0.8729,-0.4757,-0.0110,-0.0160
2026-07-01T12:04:16.840Z,-0.0394,-0.5004,-0.8729,-0.5015,-0.0296,-0.0156
2026-07-01T12:04:16.851Z,-0.0239,-0.4813,-0.8427,-0.5650,-0.0095,-0.0233
2026-07-01T12:04:16.865Z,-0.0235,-0.4811,-0.8186,-0.6728,0.0050,-0.0299
2026-07-01T12:04:16.870Z,-0.0235,-0.4811,-0.8186,-0.7881,0.0039,-0.0355
2026-07-01T12:04:16.881Z,-0.0149,-0.4658,-0.7869,-0.9156,0.0109,-0.0322
2026-07-01T12:04:16.891Z,-0.0149,-0.4658,-0.7869,-1.0292,0.0220,-0.0251
2026-07-01T12:04:16.901Z,-0.0125,-0.4379,-0.7873,-1.1489,-0.0119,-0.0198
2026-07-01T12:04:16.912Z,-0.0125,-0.4379,-0.7873,-1.2983,0.0351,-0.0288
2026-07-01T12:04:16.921Z,-0.0143,-0.4326,-0.7796,-1.3919,0.0668,-0.0356
2026-07-01T12:04:16.929Z,-0.0185,-0.4244,-0.8119,-1.3919,0.0668,-0.0356
2026-07-01T12:04:16.941Z,-0.0084,-0.4023,-0.8803,-1.2295,0.0138,-0.0210
2026-07-01T12:04:16.951Z,-0.0103,-0.3824,-1.0542,-0.9913,-0.0240,-0.0116
2026-07-01T12:04:16.960Z,-0.0103,-0.3824,-1.0542,-0.7269,-0.1370,-0.0100
2026-07-01T12:04:16.971Z,-0.0157,-0.3713,-1.1030,-0.5236,-0.1182,-0.0208
2026-07-01T12:04:16.981Z,-0.0298,-0.3849,-1.0752,-0.4220,-0.0660,-0.0310
2026-07-01T12:04:16.991Z,-0.0298,-0.3849,-1.0752,-0.4351,-0.0173,-0.0411
2026-07-01T12:04:17.002Z,-0.0252,-0.3812,-0.9702,-0.4989,0.0593,-0.0567
2026-07-01T12:04:17.012Z,-0.0252,-0.3812,-0.9702,-0.5700,0.1179,-0.0731
2026-07-01T12:04:17.021Z,-0.0374,-0.3803,-0.9347,-0.6255,0.1231,-0.0820
2026-07-01T12:04:17.032Z,-0.0180,-0.3562,-0.8772,-0.6844,0.1369,-0.0808
2026-07-01T12:04:17.040Z,-0.0180,-0.3562,-0.8772,-0.6844,0.1369,-0.0808
2026-07-01T12:04:17.051Z,-0.0032,-0.3455,-0.8559,-0.8293,0.0721,-0.0433
2026-07-01T12:04:17.060Z,0.0052,-0.3396,-0.8434,-0.9126,0.0411,-0.0223
2026-07-01T12:04:17.072Z,0.0061,-0.3344,-0.8498,-0.9760,-0.0888,0.0073
2026-07-01T12:04:17.080Z,0.0105,-0.3232,-0.8762,-0.9760,-0.0888,0.0073
2026-07-01T12:04:17.090Z,0.0123,-0.3091,-0.9023,-0.9731,-0.1698,0.0245
2026-07-01T12:04:17.100Z,0.0015,-0.2954,-0.9554,-0.8931,-0.1355,0.0301
2026-07-01T12:04:17.110Z,-0.0373,-0.2930,-1.0227,-0.7344,-0.0777,0.0115
2026-07-01T12:04:17.121Z,-0.0384,-0.2825,-1.0302,-0.6622,-0.0510,0.0030
2026-07-01T12:04:17.129Z,-0.0399,-0.2801,-1.0279,-0.6161,-0.0333,0.0061
2026-07-01T12:04:17.142Z,-0.0350,-0.2669,-1.0126,-0.5532,-0.0285,0.0128
2026-07-01T12:04:17.150Z,-0.0357,-0.2462,-1.0105,-0.4901,-0.0547,0.0064
2026-07-01T12:04:17.160Z,-0.0413,-0.2462,-1.0135,-0.4460,-0.0450,-0.0046
2026-07-01T12:04:17.171Z,-0.0413,-0.2462,-1.0135,-0.4272,0.0046,-0.0159
2026-07-01T12:04:17.180Z,-0.0351,-0.2400,-0.9810,-0.4183,0.0697,-0.0331
2026-07-01T12:04:17.191Z,-0.0386,-0.2294,-0.9778,-0.3870,0.0819,-0.0444
2026-07-01T12:04:17.200Z,-0.0386,-0.2294,-0.9778,-0.4054,-0.0796,-0.0438
2026-07-01T12:04:17.211Z,-0.0161,-0.2254,-0.9215,-0.5212,-0.2905,-0.0177
2026-07-01T12:04:17.221Z,0.0019,-0.2079,-0.8561,-0.6942,-0.4011,-0.0005
2026-07-01T12:04:17.230Z,0.0013,-0.1972,-0.8379,-0.8644,-0.3758,0.0079
2026-07-01T12:04:17.242Z,-0.0064,-0.1985,-0.8584,-0.9772,-0.2658,0.0096
2026-07-01T12:04:17.250Z,-0.0064,-0.1985,-0.8584,-0.9834,-0.1473,0.0142
2026-07-01T12:04:17.261Z,-0.0318,-0.1926,-0.9750,-0.9125,-0.0365,0.0084
2026-07-01T12:04:17.270Z,-0.0318,-0.1926,-0.9750,-0.8063,0.0706,-0.0116
2026-07-01T12:04:17.281Z,-0.0557,-0.1763,-1.0710,-0.6734,0.1305,-0.0346
2026-07-01T12:04:17.293Z,-0.0565,-0.1679,-1.0880,-0.5234,0.1596,-0.0467
2026-07-01T12:04:17.301Z,-0.0565,-0.1679,-1.0880,-0.3871,0.1412,-0.0536
2026-07-01T12:04:17.311Z,-0.0432,-0.1533,-1.0844,-0.2888,0.0517,-0.0574
2026-07-01T12:04:17.321Z,-0.0432,-0.1533,-1.0844,-0.2304,-0.0466,-0.0553
2026-07-01T12:04:17.331Z,-0.0392,-0.1642,-1.0197,-0.2693,-0.0891,-0.0503
2026-07-01T12:04:17.340Z,-0.0392,-0.1642,-1.0197,-0.3948,-0.0925,-0.0374
2026-07-01T12:04:17.351Z,-0.0298,-0.1680,-0.9463,-0.5799,-0.0760,-0.0203
2026-07-01T12:04:17.359Z,-0.0209,-0.1739,-0.8917,-0.5799,-0.0760,-0.0203
2026-07-01T12:04:17.371Z,-0.0182,-0.1697,-0.8301,-1.0920,0.0649,-0.0012
2026-07-01T12:04:17.381Z,-0.0428,-0.1191,-0.8758,-1.1691,0.1345,-0.0249
2026-07-01T12:04:17.391Z,-0.0428,-0.1191,-0.8758,-1.0469,0.1023,-0.0436
2026-07-01T12:04:17.401Z,-0.0475,-0.0889,-0.9850,-0.7990,-0.0159,-0.0480
2026-07-01T12:04:17.412Z,-0.0191,-0.0965,-1.1686,-0.5087,-0.0704,-0.0401
2026-07-01T12:04:17.419Z,-0.0191,-0.0965,-1.1686,-0.5087,-0.0704,-0.0401
2026-07-01T12:04:17.431Z,-0.0218,-0.1115,-1.1932,-0.1292,0.0777,-0.0217
2026-07-01T12:04:17.439Z,-0.0204,-0.1087,-1.1500,-0.1292,0.0777,-0.0217
2026-07-01T12:04:17.449Z,-0.0291,-0.1063,-1.0901,-0.1007,0.1816,-0.0133
2026-07-01T12:04:17.462Z,-0.0536,-0.1030,-0.9885,-0.2812,0.2223,-0.0048
2026-07-01T12:04:17.472Z,-0.0536,-0.1030,-0.9885,-0.3624,0.1981,-0.0182
2026-07-01T12:04:17.479Z,-0.0526,-0.0827,-0.9642,-0.3624,0.1981,-0.0182
2026-07-01T12:04:17.490Z,-0.0505,-0.0755,-0.9807,-0.3622,0.1796,-0.0412
2026-07-01T12:04:17.500Z,-0.0435,-0.0817,-0.9920,-0.3264,0.1488,-0.0534
2026-07-01T12:04:17.510Z,-0.0304,-0.0839,-0.9837,-0.2839,0.1042,-0.0591
2026-07-01T12:04:17.520Z,-0.0130,-0.0737,-0.9819,-0.2534,0.0666,-0.0632
2026-07-01T12:04:17.530Z,-0.0030,-0.0639,-0.9790,-0.2546,0.0412,-0.0556
2026-07-01T12:04:17.540Z,0.0111,-0.0686,-0.9876,-0.2542,0.0506,-0.0260
2026-07-01T12:04:17.550Z,0.0170,-0.0714,-1.0065,-0.2332,0.0261,0.0009
2026-07-01T12:04:17.559Z,0.0148,-0.0681,-1.0136,-0.2063,-0.0059,0.0145
2026-07-01T12:04:17.571Z,0.0058,-0.0672,-1.0097,-0.2023,0.0087,0.0196
2026-07-01T12:04:17.580Z,-0.0089,-0.0691,-0.9954,-0.2345,0.0013,0.0105
2026-07-01T12:04:17.590Z,-0.0264,-0.0631,-0.9764,-0.2709,0.0193,-0.0036
2026-07-01T12:04:17.600Z,-0.0303,-0.0555,-0.9880,-0.2584,0.0329,-0.0141
2026-07-01T12:04:17.609Z,-0.0307,-0.0544,-1.0201,-0.2095,-0.0171,-0.0228
2026-07-01T12:04:17.621Z,-0.0182,-0.0514,-1.0535,-0.1253,-0.0856,-0.0191
2026-07-01T12:04:17.630Z,-0.0053,-0.0509,-1.0794,-0.0182,-0.1200,-0.0100
2026-07-01T12:04:17.640Z,-0.0070,-0.0532,-1.0760,0.0825,-0.1111,0.0014
2026-07-01T12:04:17.650Z,-0.0166,-0.0540,-1.0631,0.1404,-0.0635,0.0063
2026-07-01T12:04:17.660Z,-0.0257,-0.0513,-1.0492,0.1586,-0.0229,0.0085
2026-07-01T12:04:17.671Z,-0.0195,-0.0513,-1.0312,0.1624,-0.0259,0.0190
2026-07-01T12:04:17.679Z,-0.0190,-0.0542,-1.0110,0.1471,-0.0197,0.0180
2026-07-01T12:04:17.690Z,-0.0276,-0.0582,-0.9952,0.1131,0.0016,0.0037
2026-07-01T12:04:17.700Z,-0.0326,-0.0537,-0.9831,0.0774,-0.0211,-0.0092
2026-07-01T12:04:17.710Z,-0.0275,-0.0485,-0.9852,0.0504,-0.0663,-0.0160
2026-07-01T12:04:17.721Z,-0.0196,-0.0525,-0.9849,0.0268,-0.0811,-0.0139
2026-07-01T12:04:17.730Z,-0.0163,-0.0566,-0.9868,0.0227,-0.0635,-0.0087
2026-07-01T12:04:17.740Z,-0.0155,-0.0638,-0.9883,0.0183,-0.0392,0.0045
2026-07-01T12:04:17.750Z,-0.0154,-0.0645,-0.9842,-0.0044,-0.0133,0.0086
2026-07-01T12:04:17.760Z,-0.0239,-0.0617,-0.9823,-0.0173,0.0041,0.0104
2026-07-01T12:04:17.770Z,-0.0267,-0.0594,-0.9818,-0.0230,-0.0078,0.0152
2026-07-01T12:04:17.780Z,-0.0254,-0.0539,-0.9847,-0.0252,-0.0278,0.0216
2026-07-01T12:04:17.789Z,-0.0255,-0.0544,-0.9958,-0.0191,-0.0281,0.0235
2026-07-01T12:04:17.800Z,-0.0320,-0.0556,-1.0023,-0.0049,-0.0302,0.0207
2026-07-01T12:04:17.810Z,-0.0373,-0.0557,-1.0038,0.0210,-0.0331,0.0147
2026-07-01T12:04:17.820Z,-0.0350,-0.0559,-1.0037,0.0388,-0.0188,0.0125
2026-07-01T12:04:17.830Z,-0.0315,-0.0537,-1.0015,0.0376,-0.0290,0.0121
2026-07-01T12:04:17.840Z,-0.0317,-0.0514,-0.9980,0.0278,-0.0364,0.0166
2026-07-01T12:04:17.850Z,-0.0265,-0.0529,-0.9958,0.0120,-0.0118,0.0284
2026-07-01T12:04:17.860Z,-0.0303,-0.0551,-0.9922,-0.0127,0.0339,0.0280
2026-07-01T12:04:17.869Z,-0.0341,-0.0507,-0.9909,-0.0285,0.0362,0.0276
2026-07-01T12:04:17.880Z,-0.0288,-0.0505,-0.9991,-0.0288,0.0042,0.0330
2026-07-01T12:04:17.890Z,-0.0236,-0.0520,-1.0020,-0.0127,-0.0107,0.0318
2026-07-01T12:04:17.900Z,-0.0210,-0.0538,-0.9983,-0.0172,0.0110,0.0304
2026-07-01T12:04:17.910Z,-0.0261,-0.0576,-0.9877,-0.0433,0.0320,0.0263
2026-07-01T12:04:17.920Z,-0.0365,-0.0556,-0.9827,-0.0707,0.0276,0.0141
2026-07-01T12:04:17.930Z,-0.0418,-0.0604,-0.9895,-0.0842,0.0416,0.0069
2026-07-01T12:04:17.940Z,-0.0404,-0.0617,-1.0029,-0.0601,0.0309,0.0050
2026-07-01T12:04:17.950Z,-0.0342,-0.0560,-1.0242,0.0038,-0.0077,0.0034
2026-07-01T12:04:17.960Z,-0.0280,-0.0581,-1.0418,0.0694,-0.0246,0.0062
2026-07-01T12:04:17.970Z,-0.0192,-0.0588,-1.0354,0.0932,-0.0174,0.0183
2026-07-01T12:04:17.980Z,-0.0149,-0.0558,-1.0090,0.0731,0.0092,0.0251
2026-07-01T12:04:17.989Z,-0.0263,-0.0484,-0.9852,0.0345,0.0230,0.0206
2026-07-01T12:04:18.002Z,-0.0349,-0.0537,-0.9703,-0.0169,0.0379,0.0196
2026-07-01T12:04:18.010Z,-0.0337,-0.0573,-0.9747,-0.0421,0.0287,0.0132
2026-07-01T12:04:18.020Z,-0.0324,-0.0517,-0.9864,-0.0469,0.0100,0.0044
2026-07-01T12:04:18.030Z,-0.0273,-0.0529,-0.9957,-0.0537,-0.0046,0.0078
2026-07-01T12:04:18.039Z,-0.0181,-0.0499,-0.9996,-0.0359,-0.0283,0.0175
2026-07-01T12:04:18.051Z,-0.0157,-0.0488,-1.0125,-0.0039,-0.0453,0.0159
2026-07-01T12:04:18.060Z,-0.0237,-0.0590,-1.0232,0.0343,-0.0307,0.0140
2026-07-01T12:04:18.070Z,-0.0338,-0.0644,-1.0287,0.0723,-0.0078,0.0034
2026-07-01T12:04:18.080Z,-0.0365,-0.0611,-1.0187,0.1024,-0.0111,-0.0029
2026-07-01T12:04:18.090Z,-0.0325,-0.0586,-0.9959,0.0892,-0.0079,-0.0008
2026-07-01T12:04:18.103Z,-0.0311,-0.0614,-0.9772,0.0521,-0.0048,-0.0013
2026-07-01T12:04:18.109Z,-0.0357,-0.0590,-0.9665,-0.0005,-0.0016,-0.0008
2026-07-01T12:04:18.120Z,-0.0320,-0.0606,-0.9585,-0.0552,0.0116,0.0048
2026-07-01T12:04:18.130Z,-0.0302,-0.0618,-0.9657,-0.0853,0.0370,0.0029
2026-07-01T12:04:18.140Z,-0.0310,-0.0593,-0.9836,-0.0849,0.0422,-0.0029
2026-07-01T12:04:18.151Z,-0.0306,-0.0598,-1.0014,-0.0604,0.0467,0.0005
2026-07-01T12:04:18.160Z,-0.0280,-0.0604,-1.0125,-0.0269,0.0615,-0.0062
2026-07-01T12:04:18.171Z,-0.0280,-0.0571,-1.0105,-0.0087,0.0613,-0.0106
2026-07-01T12:04:18.180Z,-0.0280,-0.0549,-0.9949,-0.0250,0.0609,-0.0130
2026-07-01T12:04:18.190Z,-0.0269,-0.0521,-0.9897,-0.0365,0.0356,-0.0103
2026-07-01T12:04:18.202Z,-0.0195,-0.0463,-1.0035,-0.0253,-0.0097,0.0030
2026-07-01T12:04:18.210Z,-0.0160,-0.0531,-1.0234,-0.0113,-0.0183,0.0120
2026-07-01T12:04:18.219Z,-0.0228,-0.0553,-1.0300,0.0049,-0.0133,0.0111
2026-07-01T12:04:18.230Z,-0.0297,-0.0523,-1.0251,0.0177,-0.0017,0.0076
2026-07-01T12:04:18.240Z,-0.0265,-0.0591,-1.0206,0.0281,0.0090,0.0151
2026-07-01T12:04:18.251Z,-0.0240,-0.0600,-1.0081,0.0315,0.0031,0.0231
2026-07-01T12:04:18.260Z,-0.0290,-0.0574,-1.0032,0.0432,-0.0130,0.0162
2026-07-01T12:04:18.270Z,-0.0334,-0.0629,-1.0082,0.0488,-0.0119,0.0121
2026-07-01T12:04:18.280Z,-0.0296,-0.0652,-1.0051,0.0456,-0.0123,0.0111
2026-07-01T12:04:18.290Z,-0.0285,-0.0632,-0.9981,0.0400,0.0007,0.0031
2026-07-01T12:04:18.299Z,-0.0336,-0.0629,-0.9925,0.0262,0.0066,0.0014
2026-07-01T12:04:18.310Z,-0.0287,-0.0639,-0.9858,-0.0036,-0.0015,0.0054
2026-07-01T12:04:18.320Z,-0.0215,-0.0566,-0.9845,-0.0157,-0.0006,0.0085
2026-07-01T12:04:18.330Z,-0.0191,-0.0537,-0.9901,-0.0101,0.0043,0.0090
2026-07-01T12:04:18.340Z,-0.0144,-0.0608,-0.9949,-0.0064,-0.0018,0.0190
2026-07-01T12:04:18.352Z,-0.0161,-0.0615,-0.9942,-0.0151,-0.0090,0.0252
